episode_id,create_time,avg_score,min_score,sum_score,agent_count,size_bytes
80604152,2026-06-19T05:10:09.5557190,1272.078826,1266.259029,2544.157651,2,4968985
80669991,2026-06-19T13:06:09.7783046,1271.742996,1252.149731,2543.485991,2,3631399
80750929,2026-06-19T22:26:50.4818102,1270.102194,1268.855777,2540.204388,2,4451793
80750920,2026-06-19T22:26:50.4681496,1270.054441,1263.534775,2540.108883,2,622227
80751954,2026-06-19T22:34:50.4710167,1267.512525,1235.195808,2535.025050,2,4874776
80744295,2026-06-19T21:38:51.3646491,1263.577876,1248.871509,2527.155752,2,3591022
80748308,2026-06-19T22:06:50.5283503,1261.128112,1257.893694,2522.256225,2,373918
80754969,2026-06-19T22:54:50.4220295,1258.298814,1253.168525,2516.597628,2,5235637
80758379,2026-06-19T23:18:50.2200155,1258.294309,1252.063872,2516.588618,2,5603340
80755514,2026-06-19T22:58:50.0156620,1258.177663,1244.256162,2516.355327,2,5913837
80739189,2026-06-19T21:02:16.0545933,1255.599700,1253.854807,2511.199401,2,430090
80764293,2026-06-19T23:58:52.3163345,1255.095627,1251.065062,2510.191253,2,4183522
80723079,2026-06-19T19:10:16.4866623,1253.495013,1235.133729,2506.990026,2,5630500
80575484,2026-06-19T01:49:39.8680327,1252.614656,1242.547774,2505.229312,2,4641540
80738727,2026-06-19T20:58:17.4993217,1251.234929,1185.941102,2502.469859,2,4750267
80645092,2026-06-19T10:06:10.5770568,1250.945992,1223.244029,2501.891984,2,4353452
80599036,2026-06-19T04:34:09.6161394,1250.916903,1239.829485,2501.833805,2,3482266
80597259,2026-06-19T04:22:09.6499639,1249.162514,1228.607364,2498.325028,2,3365071
80741931,2026-06-19T21:22:16.2398348,1248.194071,1229.841899,2496.388141,2,2806180
80580311,2026-06-19T02:21:39.5620824,1248.157581,1232.838766,2496.315162,2,3021421
80751440,2026-06-19T22:30:50.2177682,1247.029284,1228.510187,2494.058567,2,3636645
80732445,2026-06-19T20:14:16.8782347,1246.720033,1240.723674,2493.440066,2,3425301
80761058,2026-06-19T23:34:50.4321846,1245.778290,1241.647051,2491.556579,2,3637566
80622435,2026-06-19T07:22:10.4862659,1244.657498,1217.258296,2489.314996,2,3692680
80683525,2026-06-19T14:38:20.2460915,1244.569857,1214.538589,2489.139714,2,5072837
80753844,2026-06-19T22:46:50.1214626,1243.872208,1218.052528,2487.744416,2,3284416
80749934,2026-06-19T22:18:50.1550520,1243.490425,1180.714211,2486.980850,2,5701057
80758884,2026-06-19T23:22:50.0743930,1241.875323,1238.731772,2483.750645,2,6722028
80721497,2026-06-19T18:58:19.2470688,1241.615371,1235.863740,2483.230742,2,3939129
80573256,2026-06-19T01:33:40.2175829,1241.150662,1232.032128,2482.301325,2,4092189
80762092,2026-06-19T23:42:50.1388886,1240.493403,1226.601437,2480.986806,2,5388397
80748227,2026-06-19T22:06:50.3869670,1240.385419,1198.658923,2480.770837,2,4550355
80731914,2026-06-19T20:10:16.1550012,1239.848166,1233.029052,2479.696333,2,4149575
80707160,2026-06-19T17:18:17.0077488,1239.360103,1229.031768,2478.720206,2,4513382
80756782,2026-06-19T23:06:50.8902945,1239.250681,1220.866545,2478.501362,2,3412588
80736748,2026-06-19T20:42:15.9410584,1236.864363,1234.646261,2473.728727,2,4247667
80761593,2026-06-19T23:38:50.0283724,1236.364835,1236.116963,2472.729671,2,3731809
80763608,2026-06-19T23:54:50.1574558,1236.088766,1212.401310,2472.177532,2,4377324
80740367,2026-06-19T21:10:16.0552832,1235.232634,1197.403539,2470.465269,2,3999544
80577259,2026-06-19T02:01:40.1611332,1235.137498,1230.679952,2470.274996,2,3775855
80574372,2026-06-19T01:41:42.8719026,1233.996157,1223.814349,2467.992314,2,3572209
80655519,2026-06-19T11:22:09.2596559,1231.127020,1176.674015,2462.254041,2,2440932
80633956,2026-06-19T08:46:09.6353857,1231.021961,1221.606087,2462.043923,2,3998597
80762597,2026-06-19T23:46:50.2368701,1230.680652,1216.531693,2461.361305,2,6098552
80713107,2026-06-19T17:58:19.4513098,1229.347388,1216.628347,2458.694776,2,518882
80667185,2026-06-19T12:46:09.4115661,1229.223522,1220.609671,2458.447044,2,5404447
80758883,2026-06-19T23:22:50.0710312,1229.105682,1190.128590,2458.211364,2,5597523
80707270,2026-06-19T17:18:16.9808577,1229.062030,1179.491255,2458.124060,2,2972538
80698201,2026-06-19T16:18:16.9185746,1228.961791,1221.793972,2457.923582,2,3142276
80632768,2026-06-19T08:38:21.9114253,1228.828529,1213.192821,2457.657058,2,3858633
80660916,2026-06-19T12:02:09.3620022,1228.819926,1203.251217,2457.639852,2,4417053
80751393,2026-06-19T22:30:50.1181943,1228.608365,1214.789148,2457.216730,2,4128306
80763092,2026-06-19T23:50:49.9544574,1228.469215,1188.041855,2456.938431,2,8594081
80638707,2026-06-19T09:22:09.3620352,1228.468175,1227.586010,2456.936350,2,4605075
80756105,2026-06-19T23:02:50.4264016,1228.312139,1154.160772,2456.624277,2,3504855
80576546,2026-06-19T01:57:42.4601918,1228.161368,1215.558511,2456.322737,2,4134139
80757454,2026-06-19T23:10:50.2217268,1228.034488,1216.097518,2456.068977,2,4064381
80654033,2026-06-19T11:10:09.4950110,1227.941519,1213.699975,2455.883037,2,4417012
80575950,2026-06-19T01:53:41.1776298,1226.643978,1222.353442,2453.287956,2,3781415
80596077,2026-06-19T04:14:09.9118458,1226.623760,1225.458154,2453.247520,2,3502715
80758374,2026-06-19T23:18:50.2154550,1226.217127,1200.791455,2452.434253,2,2279253
80635638,2026-06-19T08:58:13.6550880,1226.204020,1214.627714,2452.408040,2,4462622
80760334,2026-06-19T23:30:52.9471632,1225.504254,1175.598211,2451.008508,2,4782434
80599539,2026-06-19T04:38:14.5049490,1225.281142,1222.975661,2450.562283,2,5132542
80756007,2026-06-19T23:02:50.1714358,1223.265663,1188.726470,2446.531326,2,4368368
80762567,2026-06-19T23:46:50.1639293,1223.044882,1210.122302,2446.089764,2,5797668
80596613,2026-06-19T04:18:11.1987310,1222.137819,1203.261265,2444.275639,2,5762511
80633261,2026-06-19T08:42:09.6727887,1221.524368,1186.780071,2443.048736,2,5367355
80734777,2026-06-19T20:30:15.9404316,1221.386255,1181.454407,2442.772510,2,3241546
80600823,2026-06-19T04:46:09.2666629,1221.192190,1215.446007,2442.384379,2,4342982
80739258,2026-06-19T21:02:16.1634782,1220.696166,1193.304901,2441.392331,2,3986883
80745299,2026-06-19T21:46:50.5497296,1220.661719,1210.277706,2441.323438,2,2978662
80601473,2026-06-19T04:50:09.3821893,1219.623626,1216.518308,2439.247252,2,4176230
80600178,2026-06-19T04:42:09.5836655,1219.549711,1216.320288,2439.099422,2,3776057
80733807,2026-06-19T20:22:15.9087108,1218.665009,1189.382815,2437.330018,2,4349057
80756831,2026-06-19T23:06:51.0198767,1218.634099,1190.680581,2437.268199,2,3290916
80741440,2026-06-19T21:18:17.7434158,1218.504917,1192.962834,2437.009835,2,1455935
80574860,2026-06-19T01:45:40.0849677,1218.420239,1183.427886,2436.840477,2,3688852
80572290,2026-06-19T01:25:39.8554587,1217.492255,1209.792198,2434.984509,2,9013864
80763096,2026-06-19T23:50:49.9612771,1217.427736,1182.780691,2434.855471,2,8106399
80748750,2026-06-19T22:10:50.0948968,1216.957873,1208.778651,2433.915747,2,2443202
80762680,2026-06-19T23:46:50.4676128,1216.914673,1212.760709,2433.829346,2,3384170
80722578,2026-06-19T19:06:16.1733041,1216.587753,1186.083829,2433.175506,2,3905921
80661420,2026-06-19T12:06:09.6345257,1216.342708,1150.441450,2432.685416,2,4893610
80639361,2026-06-19T09:26:09.6400823,1216.149404,1214.495179,2432.298808,2,3549101
80688692,2026-06-19T15:14:16.2896907,1215.554141,1173.805515,2431.108281,2,6920315
80613807,2026-06-19T06:22:09.4823282,1215.442646,1206.059332,2430.885292,2,4178544
80739918,2026-06-19T21:06:16.2836822,1215.429117,1198.474298,2430.858233,2,3665801
80658111,2026-06-19T11:42:09.3768841,1214.699174,1208.384014,2429.398348,2,4924895
80572757,2026-06-19T01:29:39.9167201,1214.179676,1191.020805,2428.359353,2,2684447
80728013,2026-06-19T19:42:15.9576973,1214.122248,1187.726823,2428.244495,2,1703013
80649495,2026-06-19T10:38:13.7467706,1213.317505,1205.857458,2426.635010,2,3810338
80650679,2026-06-19T10:46:09.1594964,1212.871146,1198.824332,2425.742291,2,3758069
80743107,2026-06-19T21:30:50.2363703,1212.866931,1188.556536,2425.733861,2,4628046
80625023,2026-06-19T07:42:10.5582905,1212.688349,1210.440076,2425.376697,2,4772406
80638219,2026-06-19T09:18:11.2707749,1212.671311,1207.847477,2425.342623,2,4357924
80741435,2026-06-19T21:18:17.7389043,1212.562726,1176.805339,2425.125453,2,4673952
80598375,2026-06-19T04:30:12.0552175,1212.453204,1198.723665,2424.906409,2,4069706
80751789,2026-06-19T22:34:50.1298931,1212.314972,1205.322268,2424.629944,2,1444189
80631661,2026-06-19T08:30:10.2478496,1212.058192,1203.740933,2424.116384,2,622576
80672796,2026-06-19T13:26:16.3786338,1211.993268,1180.793339,2423.986536,2,3649630
80757364,2026-06-19T23:10:50.0350543,1210.582488,1194.446822,2421.164975,2,5831180
80736820,2026-06-19T20:42:16.0509040,1210.101597,1176.510651,2420.203194,2,1775348
80656463,2026-06-19T11:30:09.3954693,1210.032790,1172.024468,2420.065581,2,3970546
80660921,2026-06-19T12:02:09.3681152,1209.996984,1206.637173,2419.993968,2,4191724
80745294,2026-06-19T21:46:50.5472434,1209.819343,1167.364421,2419.638687,2,369236
80579674,2026-06-19T02:17:41.8501606,1209.795650,1199.721456,2419.591299,2,4481324
80597908,2026-06-19T04:26:09.7094658,1209.795257,1205.287491,2419.590514,2,3686747
80734692,2026-06-19T20:30:15.7817580,1209.060956,1161.208077,2418.121912,2,3465624
80719309,2026-06-19T18:42:16.1085543,1208.029992,1161.661471,2416.059984,2,4579773
80760880,2026-06-19T23:34:50.1096722,1208.016998,1197.723245,2416.033995,2,7845321
80753935,2026-06-19T22:46:50.2796699,1207.587081,1147.699877,2415.174162,2,4113950
80603727,2026-06-19T05:06:09.3226647,1207.539429,1198.744639,2415.078858,2,5044795
80635594,2026-06-19T08:58:13.5965344,1207.403094,1197.915329,2414.806188,2,3992869
80631117,2026-06-19T08:26:09.5557146,1207.295825,1201.981077,2414.591649,2,3867360
80637090,2026-06-19T09:10:09.6052150,1206.563206,1198.790100,2413.126413,2,2981761
80738708,2026-06-19T20:58:17.2681081,1206.410359,1189.480581,2412.820719,2,5299523
80644627,2026-06-19T10:02:09.3796302,1205.835026,1181.307082,2411.670052,2,4596639
80636098,2026-06-19T09:02:09.2469993,1205.569344,1204.687549,2411.138688,2,3155657
80722154,2026-06-19T19:02:15.9594803,1204.890616,1187.724878,2409.781232,2,4687877
80763572,2026-06-19T23:54:50.0932169,1204.787638,1169.799976,2409.575276,2,4489688
80580304,2026-06-19T02:21:39.5558922,1204.663658,1194.229376,2409.327315,2,7977042
80722623,2026-06-19T19:06:16.2493448,1204.154819,1180.908827,2408.309637,2,4374085
80623391,2026-06-19T07:30:12.8495426,1203.403683,1191.945300,2406.807365,2,8052742
80676492,2026-06-19T13:50:16.5524754,1200.821048,1195.824535,2401.642095,2,2607363
80757485,2026-06-19T23:10:50.2711549,1200.743305,1183.728923,2401.486610,2,6192264
80739241,2026-06-19T21:02:16.1472202,1200.647724,1162.217053,2401.295448,2,3904713
80745231,2026-06-19T21:46:50.4197307,1200.489634,1152.708719,2400.979268,2,4601472
80727502,2026-06-19T19:38:18.4654940,1199.976804,1153.189164,2399.953607,2,4194607
80632096,2026-06-19T08:34:12.8477462,1199.812578,1169.732218,2399.625155,2,478534
80691296,2026-06-19T15:30:16.4035399,1199.683186,1173.393133,2399.366373,2,4323076
80634927,2026-06-19T08:54:09.3122792,1198.771142,1166.876877,2397.542283,2,4400770
80751966,2026-06-19T22:34:50.5170528,1198.368200,1173.037393,2396.736400,2,6193563
80764291,2026-06-19T23:58:52.3116089,1198.269879,1190.713567,2396.539758,2,4798834
80762552,2026-06-19T23:46:50.1463267,1197.053455,1139.362527,2394.106909,2,4676121
80631692,2026-06-19T08:30:10.2652206,1196.798006,1172.874114,2393.596013,2,5346173
80578534,2026-06-19T02:09:40.1507546,1195.928170,1191.755988,2391.856339,2,5092922
80609463,2026-06-19T05:50:09.4427253,1194.191611,1171.416580,2388.383222,2,4090253
80759559,2026-06-19T23:26:50.0732053,1193.944625,1165.053230,2387.889251,2,1474332
80651941,2026-06-19T10:54:09.4142925,1193.117276,1151.388298,2386.234552,2,4270420
80573711,2026-06-19T01:37:41.7688847,1192.616583,1127.343838,2385.233166,2,7508910
80752471,2026-06-19T22:38:50.1091699,1191.818140,1156.754007,2383.636281,2,4939216
80646231,2026-06-19T10:14:09.5382282,1191.693607,1162.840016,2383.387214,2,3540894
80571846,2026-06-19T01:21:40.1144860,1191.435356,1172.107285,2382.870712,2,4328811
80763063,2026-06-19T23:50:49.8973676,1191.432551,1157.394174,2382.865103,2,4436755
80757871,2026-06-19T23:14:50.3825927,1190.391315,1143.754636,2380.782630,2,949250
80744763,2026-06-19T21:42:49.9710821,1190.028393,1176.040796,2380.056786,2,3886574
80673805,2026-06-19T13:34:16.2875282,1189.845458,1166.854667,2379.690916,2,3670546
80718154,2026-06-19T18:34:20.5674774,1188.669795,1183.013228,2377.339589,2,2753774
80669328,2026-06-19T13:02:09.5225010,1188.265738,1118.012825,2376.531476,2,4421194
80761733,2026-06-19T23:38:50.2724216,1187.059656,1178.473558,2374.119313,2,875863
80604854,2026-06-19T05:14:09.6662692,1187.008108,1149.853441,2374.016217,2,2950419
80731982,2026-06-19T20:10:16.2529158,1186.844572,1186.231453,2373.689144,2,4334302
80722615,2026-06-19T19:06:16.2433008,1186.818385,1158.947884,2373.636771,2,360995
80746440,2026-06-19T21:54:51.3520752,1186.801066,1170.871775,2373.602132,2,3193604
80594497,2026-06-19T04:02:09.4719536,1186.261926,1174.961929,2372.523853,2,1572933
80626987,2026-06-19T07:54:10.7012031,1185.682896,1149.839835,2371.365793,2,4554953
80648311,2026-06-19T10:30:09.4481444,1184.695605,1172.047498,2369.391209,2,3619791
80631600,2026-06-19T08:30:10.1513543,1183.553827,1150.927827,2367.107654,2,4797937
80702386,2026-06-19T16:46:16.0051769,1183.297779,1177.661070,2366.595558,2,2366182
80631695,2026-06-19T08:30:10.2666554,1182.615566,1176.812079,2365.231132,2,4682116
80739854,2026-06-19T21:06:16.1700380,1181.398715,1161.322544,2362.797431,2,4945070
80611720,2026-06-19T06:06:11.4149939,1181.132281,1165.875742,2362.264562,2,3428999
80747745,2026-06-19T22:02:54.5311454,1180.783779,1177.527516,2361.567559,2,8205730
80761565,2026-06-19T23:38:49.9634595,1180.624189,1144.875257,2361.248379,2,2837162
80562062,2026-06-19T00:09:39.9118579,1180.334574,1170.936937,2360.669149,2,4503356
80637723,2026-06-19T09:14:09.4515110,1180.052670,1152.629228,2360.105341,2,6017188
80668705,2026-06-19T12:58:10.2100917,1179.053418,1160.068554,2358.106836,2,3960517
80670351,2026-06-19T13:10:18.4509342,1178.872532,1175.075919,2357.745064,2,3902786
80566072,2026-06-19T00:41:40.0127254,1178.044387,1163.575288,2356.088774,2,3671180
80747093,2026-06-19T21:58:50.1680993,1177.553380,1132.821141,2355.106760,2,4615001
80713790,2026-06-19T18:02:16.3569422,1177.526916,1168.152997,2355.053833,2,382466
80588791,2026-06-19T03:21:39.2990405,1177.523444,1128.676202,2355.046887,2,5274159
80604836,2026-06-19T05:14:09.6571286,1177.490680,1150.037382,2354.981359,2,3581870
80736784,2026-06-19T20:42:15.9765720,1177.489438,1159.951157,2354.978876,2,6730970
80634989,2026-06-19T08:54:09.4029008,1177.368780,1165.690695,2354.737560,2,5166927
80604195,2026-06-19T05:10:09.6633985,1177.347564,1159.752867,2354.695128,2,6486369
80649490,2026-06-19T10:38:13.7456588,1177.282409,1125.702995,2354.564818,2,3122694
80733755,2026-06-19T20:22:15.8476452,1176.420547,1161.230389,2352.841095,2,4519203
80739876,2026-06-19T21:06:16.1933112,1175.860455,1157.253960,2351.720911,2,4500405
80725018,2026-06-19T19:22:16.7511902,1175.012774,1156.551135,2350.025548,2,3310801
80734749,2026-06-19T20:30:15.8757522,1174.794469,1156.399309,2349.588937,2,3798254
80760238,2026-06-19T23:30:52.7618381,1173.438523,1139.648801,2346.877045,2,401530
80729074,2026-06-19T19:50:17.9379091,1173.352872,1165.450638,2346.705743,2,5287693
80611607,2026-06-19T06:06:11.2201171,1173.339675,1136.070817,2346.679351,2,4039146
80593367,2026-06-19T03:54:09.5190867,1172.685874,1168.003628,2345.371747,2,4866267
80672692,2026-06-19T13:26:16.2126714,1172.588988,1162.498020,2345.177975,2,762502
80714326,2026-06-19T18:06:18.3099198,1172.202680,1122.808069,2344.405360,2,457736
80707274,2026-06-19T17:18:18.2897215,1171.979561,1144.714545,2343.959121,2,4682275
80668202,2026-06-19T12:54:09.5286291,1171.649629,1167.702834,2343.299258,2,4147542
80626339,2026-06-19T07:50:09.7395287,1171.549414,1121.465093,2343.098827,2,4306359
80671029,2026-06-19T13:14:16.4949800,1171.201627,1153.601049,2342.403254,2,3023595
80595658,2026-06-19T04:10:09.2956645,1171.028147,1130.278008,2342.056295,2,5666810
80731286,2026-06-19T20:06:15.8602294,1170.607946,1160.491786,2341.215892,2,890646
80729173,2026-06-19T19:50:18.1500440,1170.179214,1166.049958,2340.358427,2,1798257
80727932,2026-06-19T19:42:15.8399701,1169.643707,1142.627396,2339.287414,2,4581911
80608360,2026-06-19T05:42:09.2996257,1169.559605,1134.993994,2339.119211,2,4740128
80750435,2026-06-19T22:22:50.2601317,1169.093090,1163.300435,2338.186180,2,4504737
80649448,2026-06-19T10:38:13.6757194,1169.026443,1165.472989,2338.052886,2,3334292
80759635,2026-06-19T23:26:50.2241304,1168.864345,1149.009294,2337.728689,2,4245817
80594001,2026-06-19T03:58:16.7100151,1168.860447,1147.235307,2337.720895,2,4138629
80634443,2026-06-19T08:50:10.2405803,1168.854622,1090.182836,2337.709244,2,3011552
80763601,2026-06-19T23:54:50.1521959,1168.607391,1140.843772,2337.214782,2,4976966
80682872,2026-06-19T14:34:16.4823895,1167.900967,1155.187063,2335.801933,2,4669208
80623392,2026-06-19T07:30:12.8506008,1167.514762,1155.356923,2335.029523,2,631728
80580315,2026-06-19T02:21:39.5713467,1167.235940,1143.576056,2334.471880,2,4840215
80673720,2026-06-19T13:34:16.1707448,1165.834289,1156.914052,2331.668579,2,3629954
80760206,2026-06-19T23:30:52.7220686,1165.724081,1108.674664,2331.448161,2,4488537
80724984,2026-06-19T19:22:16.6702125,1165.671390,1144.146143,2331.342781,2,3626910
80697461,2026-06-19T16:14:16.3761187,1165.529218,1144.590174,2331.058436,2,4138448
80702847,2026-06-19T16:50:16.2789919,1165.522005,1146.131937,2331.044011,2,4564904
80759533,2026-06-19T23:26:50.0245373,1165.261744,1126.098502,2330.523489,2,3459368
80761589,2026-06-19T23:38:50.0231453,1165.259938,1156.818154,2330.519875,2,2854777
80762069,2026-06-19T23:42:50.0816572,1164.971360,1100.222179,2329.942720,2,3310004
80625690,2026-06-19T07:46:09.6797461,1164.513922,1099.138543,2329.027844,2,4088959
80748300,2026-06-19T22:06:50.5221727,1164.471813,1126.061012,2328.943626,2,7772086
80742376,2026-06-19T21:27:11.4239868,1164.316813,1156.830985,2328.633627,2,5026000
80733030,2026-06-19T20:18:23.3982119,1164.263167,1162.531418,2328.526335,2,4780595
80754344,2026-06-19T22:50:51.3082184,1164.191242,1097.360609,2328.382484,2,3941472
80602785,2026-06-19T04:58:15.8979544,1164.103165,1137.860860,2328.206330,2,5592955
80760912,2026-06-19T23:34:50.1584219,1163.775667,1102.453300,2327.551333,2,4772709
80650786,2026-06-19T10:46:09.3351619,1163.471870,1132.056961,2326.943741,2,7832979
80562022,2026-06-19T00:09:39.8542561,1163.392974,1147.736729,2326.785947,2,4816924
80571182,2026-06-19T01:17:43.4525161,1163.218799,1129.581710,2326.437598,2,5806825
80736036,2026-06-19T20:38:16.8952870,1163.198017,1160.149978,2326.396034,2,2745149
80750934,2026-06-19T22:26:50.5179576,1162.852013,1160.647842,2325.704026,2,3437202
80754841,2026-06-19T22:54:50.1635195,1162.747082,1064.181456,2325.494164,2,2719831
80752615,2026-06-19T22:38:50.3559041,1162.596752,1132.511452,2325.193505,2,4769719
80760201,2026-06-19T23:30:52.7143687,1162.562398,1142.153475,2325.124796,2,3465055
80711975,2026-06-19T17:50:17.4438646,1162.204333,1132.391163,2324.408666,2,3905756
80763054,2026-06-19T23:50:49.8871991,1161.977931,1159.699420,2323.955862,2,3935380
80584734,2026-06-19T02:53:39.5589735,1161.736561,1138.712345,2323.473123,2,3216062
80751290,2026-06-19T22:30:49.9519460,1161.569136,1151.032481,2323.138272,2,4420991
80741950,2026-06-19T21:22:16.2769675,1161.320121,1151.430779,2322.640241,2,2805717
80752621,2026-06-19T22:38:50.3627315,1161.019687,1144.273012,2322.039373,2,8774098
80612585,2026-06-19T06:14:11.6157162,1160.200209,1141.051191,2320.400418,2,2206278
80737789,2026-06-19T20:50:16.0544657,1159.473441,1156.133277,2318.946882,2,4342561
80612095,2026-06-19T06:10:09.5302807,1159.274742,1156.689318,2318.549485,2,4518670
80656446,2026-06-19T11:30:09.3794633,1159.173703,1139.307551,2318.347406,2,3862281
80568965,2026-06-19T01:01:40.2555041,1159.076088,1141.162798,2318.152175,2,433007
80732327,2026-06-19T20:14:16.7032673,1158.895168,1150.976632,2317.790336,2,4476631
80730231,2026-06-19T19:58:17.8559312,1158.460212,1077.912377,2316.920423,2,4544963
80730328,2026-06-19T19:58:19.0035341,1158.022585,1123.088916,2316.045170,2,4459147
80570720,2026-06-19T01:13:47.4852556,1157.836249,1131.864068,2315.672498,2,5139742
80734300,2026-06-19T20:26:16.1535543,1157.449611,1096.670058,2314.899222,2,4731052
80677118,2026-06-19T13:54:16.3061965,1157.073632,1157.053406,2314.147265,2,4220526
80743567,2026-06-19T21:34:50.1139802,1156.695407,1115.819034,2313.390813,2,3358809
80594027,2026-06-19T03:58:16.7619968,1156.552240,1119.680930,2313.104481,2,5808718
80734827,2026-06-19T20:30:15.9902465,1156.475023,1145.068127,2312.950047,2,3547375
80679496,2026-06-19T14:10:16.7865734,1155.925309,1151.276057,2311.850618,2,5520462
80630457,2026-06-19T08:22:10.6468777,1155.828615,1130.066524,2311.657230,2,5153412
80737199,2026-06-19T20:46:15.7529937,1155.524340,1136.524720,2311.048680,2,4010213
80751891,2026-06-19T22:34:50.3509397,1155.416190,1149.645732,2310.832379,2,3453599
80761553,2026-06-19T23:38:49.9454127,1155.099091,1114.324322,2310.198182,2,2915845
80742436,2026-06-19T21:27:11.5550201,1154.645588,1110.603411,2309.291176,2,3232570
80598267,2026-06-19T04:30:11.8647568,1154.249000,1140.048569,2308.498001,2,4127759
80694617,2026-06-19T15:54:16.1723008,1154.245524,1141.952834,2308.491047,2,3776120
80569605,2026-06-19T01:05:40.9157373,1153.829717,1151.368328,2307.659434,2,4331809
80699539,2026-06-19T16:26:15.9704843,1153.801128,1127.016896,2307.602255,2,4048786
80737282,2026-06-19T20:46:15.8848471,1153.795413,1141.180048,2307.590825,2,5227332
80729510,2026-06-19T19:54:15.7230959,1153.716986,1140.599947,2307.433972,2,3093765
80733711,2026-06-19T20:22:15.7772930,1153.605571,1135.168644,2307.211141,2,4376104
80610605,2026-06-19T05:58:11.7379552,1153.533062,1092.307593,2307.066125,2,4218637
80759558,2026-06-19T23:26:50.0715650,1153.522285,1132.995686,2307.044569,2,6345720
80573300,2026-06-19T01:33:40.3128105,1153.155011,1130.504593,2306.310021,2,4265092
80740342,2026-06-19T21:10:15.9983280,1153.067505,1143.404566,2306.135009,2,4431075
80629966,2026-06-19T08:18:14.3616485,1153.013184,1141.633647,2306.026368,2,1812641
80733714,2026-06-19T20:22:15.7794614,1152.938055,1139.871430,2305.876110,2,3828735
80589903,2026-06-19T03:30:09.4872108,1152.636175,1149.725318,2305.272350,2,5588237
80670481,2026-06-19T13:10:18.6511254,1152.324743,1126.435103,2304.649487,2,10412780
80733172,2026-06-19T20:18:23.6555604,1152.310680,1142.389475,2304.621361,2,4422799
80645077,2026-06-19T10:06:10.5647243,1152.204767,1142.065516,2304.409535,2,3547882
80608337,2026-06-19T05:42:09.2574768,1152.134616,1145.686588,2304.269233,2,3261848
80607417,2026-06-19T05:34:09.3487527,1151.661743,1074.092381,2303.323487,2,5083656
80590914,2026-06-19T03:38:10.1372912,1151.623611,1127.839830,2303.247222,2,3723095
80677085,2026-06-19T13:54:16.2050611,1151.495634,1146.898004,2302.991269,2,3191653
80700150,2026-06-19T16:30:15.9789381,1151.462794,1136.639270,2302.925587,2,5531740
80739276,2026-06-19T21:02:16.1817420,1151.399981,1113.677289,2302.799963,2,3819712
80581240,2026-06-19T02:29:39.7673323,1151.151718,1136.207411,2302.303435,2,2207637
80678336,2026-06-19T14:02:16.4128832,1151.014603,1128.745512,2302.029206,2,6219497
80654515,2026-06-19T11:14:10.7437589,1151.002068,1115.942228,2302.004136,2,5415114
80640457,2026-06-19T09:34:09.4543119,1150.882976,1078.933423,2301.765953,2,4031699
80669194,2026-06-19T13:02:09.3323902,1150.605821,1084.916468,2301.211643,2,4422555
80739289,2026-06-19T21:02:16.1942119,1150.507064,1119.553145,2301.014127,2,2461350
